t,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49
5.53,-4298.11,-7481.48,4575.12,6663.88,-2923.89,4646.88,-2739.17,8416.82,4903.79,8943.18,2973.51,6534.56,7741.17,6451.2,3960.74,3812.06,7123.31,1038.74,6425.04,-6992.05,94.7214,-3373.05,-2538.51,4434.51,-2735.83,2878.1,8199.81,-8783.73,-7650.25,9139.74,7453.15,-3475.19,8577.44,7997.15,-61.9075,5871.29,-8253.95,-1229.85,-5917.34,32091.9,-75750.5,37772.4,-9317.69,8395.09,4443.98,6387.71,2183.31,4166.16,-23492.2,11547.8,-43532.6,-7239.02,-4616.84,-6072.88,8270.65,-9616.33,-7692.84,-0.0543724,6487.02,-7937.33,-2107.86,-2576.12,-5894.27,-3720.97,2014.44,-7290.3,-2052.98,-2659.9,-5908.6,6368.03,-2882.58,9223.73,13099.2,-148.076,-58513.5,-8943.1,795.696,-8961.03,-8492.83,8061.75,2665.33,-7438.35,8686.87,1244.86,7219.79,-3405.08,1058.01,-7770.38,8461.97,1524.37,1976.49,3013.56,4890.74,1053.92,-3008.25,-2894.07,8688.38,-1420.85,6646.21,7704.65,8681.72,-2855.26,-7942.74,-231.426,9099.03,-4000.22,-6018.78,-6889.99,-11054.8,-12080.7,-68.8947,6688.99,-9087.99,-5987.81,4234.51,2856.62,3324.22,1998.12,-519.287,-1313.68,5182.81,-8249.77,-3143.84,8965.5,4202.14,502.624,6192.63,6918.6,-7128.99,-4158.06,7051.33,9702.37,6100.96,3936.27,-8553.79,4231.56,2916.16,4163.77,1506.39,8856.35,2775.08,1737.12,8651.79,-9222.17,-66414,17602.2,124839,-5403.58,-3526.77,2104
5.54,-4297.67,-7480.45,4574.81,6663.74,-2922.38,4646.91,-2738.9,8415.9,4903.26,8941.62,2972.34,6533.27,7740.16,6449.72,3960.28,3811.77,7122.2,1039.24,6424.5,-6990.9,94.585,-3372.73,-2538.08,4434.67,-2745.06,2881.02,8231.23,-8783.13,-7649.7,9139.24,7451.69,-3473.31,8576.53,7998.36,-62.4694,5871.55,-8252.86,-1229.9,-5917.27,32151,-75941.4,37851.9,-9316.17,8394.33,4442.23,6386.39,2182.93,4166.29,-23541.7,11564.3,-43632.9,-7237.95,-4615.99,-6072.56,8269.65,-9615.61,-7691.69,0.401439,6486.67,-7936.74,-2101.92,-2583.54,-5895.8,-3720.5,2013.96,-7289.46,-2058.92,-2651.33,-5905.51,6369.15,-2882.53,9221.52,13129.1,-152.646,-58648.1,-8942.21,795.417,-8960.1,-8491.41,8062.28,2664.1,-7441.26,8683.58,1246.93,7218.86,-3404.55,1058.64,-7767.33,8463.36,1525.25,1981.73,3011.77,4893.39,1053.84,-3007.27,-2893.69,8685.74,-1419.64,6645.29,7703.9,8680.75,-2854.88,-7941.78,-231.425,9098.33,-3999.89,-6017.47,-6889.21,-11103.9,-12111.4,-84.5117,6688.93,-9087.35,-5987.44,4234.73,2856.46,3326.8,1997.89,-519.209,-1313.53,5182.85,-8248.86,-3143.66,8964.13,4201.76,503.309,6192.01,6917.82,-7128.37,-4157.71,7050.85,9701.35,6100.34,3936.51,-8552.76,4232.09,2915.32,4160.77,1506.56,8854.88,2774.81,1736.98,8650.73,-9221.2,-66841.1,17732.7,125629,-5416.77,-3539.35,2062.02
5.55,-4297.23,-7479.41,4574.5,6663.6,-2920.86,4646.94,-2738.62,8414.98,4902.74,8940.06,2971.16,6531.97,7739.15,6448.23,3959.81,3811.48,7121.09,1039.75,6423.96,-6989.75,94.4483,-3372.42,-2537.64,4434.83,-2754.28,2883.94,8262.66,-8782.53,-7649.14,9138.75,7450.22,-3471.41,8575.62,7999.57,-63.0332,5871.81,-8251.77,-1229.95,-5917.2,32210.2,-76132.4,37931.3,-9314.66,8393.57,4440.47,6385.08,2182.55,4166.42,-23591.2,11580.9,-43733.1,-7236.89,-4615.14,-6072.25,8268.64,-9614.89,-7690.54,0.858147,6486.31,-7936.14,-2095.25,-2592.12,-5897.52,-3720.03,2013.48,-7288.61,-2065.82,-2641.19,-5902.22,6370.27,-2882.48,9219.31,13159.1,-157.216,-58782.7,-8941.32,795.137,-8959.17,-8489.98,8062.81,2662.86,-7444.21,8680.27,1249.03,7217.92,-3404.01,1059.26,-7764.25,8464.77,1526.1,1986.97,3009.98,4896.03,1053.75,-3006.29,-2893.31,8683.1,-1418.43,6644.36,7703.15,8679.77,-2854.51,-7940.81,-231.424,9097.62,-3999.57,-6016.16,-6888.42,-11153.1,-12142.1,-100.129,6688.87,-9086.71,-5987.07,4234.95,2856.3,3329.39,1997.67,-519.132,-1313.39,5182.9,-8247.94,-3143.47,8962.77,4201.37,503.996,6191.38,6917.05,-7127.75,-4157.36,7050.36,9700.33,6099.73,3936.76,-8551.73,4232.62,2914.48,4157.76,1506.73,8853.4,2774.53,1736.83,8649.67,-9220.22,-67268.3,17863.2,126419,-5429.97,-3551.92,2020.04
5.56,-4296.78,-7478.38,4574.19,6663.46,-2919.34,4646.98,-2738.35,8414.06,4902.21,8938.5,2969.98,6530.67,7738.14,6446.75,3959.35,3811.2,7119.97,1040.26,6423.41,-6988.59,94.3112,-3372.11,-2537.21,4434.99,-2763.5,2886.85,8294.08,-8781.93,-7648.57,9138.26,7448.75,-3469.52,8574.71,8000.77,-63.5988,5872.06,-8250.68,-1229.99,-5917.13,32269.3,-76323.4,38010.7,-9313.14,8392.82,4438.71,6383.76,2182.18,4166.55,-23640.7,11597.4,-43833.4,-7235.82,-4614.28,-6071.94,8267.63,-9614.16,-7689.39,1.31575,6485.95,-7935.54,-2087.18,-2603.02,-5899.47,-3719.56,2013,-7287.77,-2075.04,-2626.93,-5898.68,6371.4,-2882.44,9217.1,13189,-161.787,-58917.3,-8940.42,794.856,-8958.23,-8488.55,8063.34,2661.62,-7447.19,8676.93,1251.16,7216.99,-3403.47,1059.89,-7761.14,8466.2,1526.94,1992.21,3008.19,4898.67,1053.67,-3005.31,-2892.92,8680.45,-1417.22,6643.43,7702.39,8678.8,-2854.14,-7939.84,-231.423,9096.91,-3999.25,-6014.85,-6887.63,-11202.2,-12172.7,-115.745,6688.81,-9086.07,-5986.7,4235.17,2856.14,3332,1997.44,-519.055,-1313.24,5182.94,-8247.02,-3143.28,8961.4,4200.99,504.683,6190.76,6916.27,-7127.13,-4157.01,7049.87,9699.3,6099.12,3937,-8550.7,4233.15,2913.63,4154.74,1506.9,8851.92,2774.26,1736.68,8648.6,-9219.24,-67695.4,17993.8,127209,-5443.16,-3564.5,1978.06
5.57,-4296.34,-7477.34,4573.87,6663.32,-2917.82,4647.01,-2738.08,8413.14,4901.68,8936.93,2968.8,6529.37,7737.12,6445.26,3958.89,3810.91,7118.86,1040.77,6422.87,-6987.44,94.1739,-3371.79,-2536.78,4435.14,-2772.72,2889.77,8325.5,-8781.32,-7648.01,9137.77,7447.28,-3467.62,8573.8,8001.98,-64.1663,5872.32,-8249.58,-1230.04,-5917.06,32328.4,-76514.3,38090.1,-9311.61,8392.05,4436.95,6382.43,2181.8,4166.68,-23690.2,11613.9,-43933.6,-7234.75,-4613.43,-6071.62,8266.62,-9613.44,-7688.24,1.77425,6485.59,-7934.94,-2072.65,-2628.15,-5900.32,-3719.09,2012.52,-7286.92,-1953.63,-2680.2,-5985.33,6372.54,-2882.39,9214.88,13218.9,-166.357,-59051.9,-8939.53,794.575,-8957.3,-8487.12,8063.87,2660.37,-7450.2,8673.57,1253.32,7216.05,-3402.93,1060.52,-7758.01,8467.65,1527.76,1997.46,3006.39,4901.31,1053.59,-3004.33,-2892.54,8677.81,-1416.01,6642.5,7701.64,8677.82,-2853.77,-7938.87,-231.422,9096.2,-3998.92,-6013.54,-6886.84,-11251.4,-12203.4,-131.362,6688.76,-9085.43,-5986.33,4235.39,2855.98,3334.62,1997.22,-518.979,-1313.09,5182.98,-8246.1,-3143.1,8960.03,4200.61,505.372,6190.13,6915.49,-7126.52,-4156.66,7049.38,9698.27,6098.5,3937.25,-8549.66,4233.68,2912.78,4151.7,1507.07,8850.44,2773.98,1736.53,8647.53,-9218.26,-68122.5,18124.3,127999,-5456.34,-3577.08,1936.08
5.58,-4295.89,-7476.3,4573.56,6663.18,-2916.3,4647.04,-2737.81,8412.21,4901.15,8935.36,2967.62,6528.06,7736.1,6443.77,3958.42,3810.62,7117.74,1041.28,6422.33,-6986.28,94.0362,-3371.48,-2536.34,4435.3,-2781.94,2892.69,8356.92,-8780.72,-7647.45,9137.27,7445.8,-3465.71,8572.88,8003.18,-64.7357,5872.58,-8248.48,-1230.09,-5916.99,32387.6,-76705.3,38169.6,-9310.09,8391.29,4435.18,6381.11,2181.42,4166.81,-23739.8,11630.5,-44033.8,-7233.68,-4612.57,-6071.31,8265.6,-9612.71,-7687.08,2.23365,6485.23,-7934.34,-2185.32,-2593.66,-5810.8,-3718.62,2012.03,-7286.07,-2061.76,-2667.96,-5897.21,6373.67,-2882.35,9212.65,13248.8,-170.927,-59186.5,-8938.63,794.293,-8956.36,-8485.68,8064.41,2659.12,-7453.24,8670.19,1255.51,7215.11,-3402.39,1061.15,-7754.85,8469.11,1528.55,2002.71,3004.6,4903.95,1053.51,-3003.34,-2892.16,8675.15,-1414.79,6641.57,7700.89,8676.84,-2853.39,-7937.9,-231.421,9095.49,-3998.6,-6012.22,-6886.05,-11300.5,-12234.1,-146.979,6688.7,-9084.79,-5985.96,4235.61,2855.82,3337.26,1996.99,-518.903,-1312.95,5183.03,-8245.18,-3142.91,8958.65,4200.22,506.063,6189.5,6914.7,-7125.89,-4156.31,7048.88,9697.25,6097.89,3937.5,-8548.63,4234.21,2911.93,4148.64,1507.24,8848.96,2773.71,1736.38,8646.46,-9217.28,-68549.7,18254.9,128789,-5469.53,-3589.65,1894.09
5.59,-4295.45,-7475.26,4573.24,6663.04,-2914.77,4647.08,-2737.53,8411.28,4900.62,8933.79,2966.44,6526.76,7735.08,6442.27,3957.96,3810.33,7116.62,1041.79,6421.78,-6985.12,93.8983,-3371.16,-2535.91,4435.45,-2791.16,2895.61,8388.33,-8780.11,-7646.89,9136.78,7444.32,-3463.8,8571.97,8004.38,-65.307,5872.83,-8247.38,-1230.13,-5916.92,32446.7,-76896.3,38249,-9308.56,8390.53,4433.41,6379.78,2181.04,4166.94,-23789.3,11647,-44134.1,-7232.61,-4611.71,-6070.99,8264.59,-9611.98,-7685.92,2.69395,6484.87,-7933.74,-2297.84,-2559.24,-5721.39,-3718.14,2011.55,-7285.22,-2170.02,-2655.64,-5808.99,6374.81,-2882.31,9210.42,13278.8,-175.497,-59321.1,-8937.73,794.011,-8955.42,-8484.23,8064.95,2657.86,-7456.32,8666.79,1257.73,7214.17,-3401.85,1061.78,-7751.65,8470.6,1529.32,2007.96,3002.81,4906.59,1053.43,-3002.36,-2891.77,8672.5,-1413.58,6640.63,7700.13,8675.86,-2853.02,-7936.93,-231.419,9094.78,-3998.28,-6010.9,-6885.26,-11349.7,-12264.8,-162.596,6688.64,-9084.15,-5985.59,4235.84,2855.66,3339.92,1996.77,-518.827,-1312.8,5183.07,-8244.25,-3142.72,8957.28,4199.84,506.754,6188.87,6913.92,-7125.27,-4155.96,7048.39,9696.21,6097.27,3937.75,-8547.59,4234.75,2911.08,4145.57,1507.4,8847.47,2773.43,1736.23,8645.39,-9216.3,-68976.8,18385.4,129579,-5482.72,-3602.22,1852.11
5.6,-4295,-7474.22,4572.93,6662.9,-2913.25,4647.11,-2737.26,8410.36,4900.09,8932.21,2965.25,6525.45,7734.06,6440.78,3957.49,3810.04,7115.5,1042.31,6421.23,-6983.96,93.7601,-3370.85,-2535.47,4435.61,-2800.38,2898.53,8419.75,-8779.51,-7646.32,9136.28,7442.83,-3461.89,8571.06,8005.58,-65.8802,5873.09,-8246.28,-1230.18,-5916.84,32505.8,-77087.2,38328.4,-9307.03,8389.77,4431.63,6378.44,2180.66,4167.07,-23838.8,11663.6,-44234.3,-7231.54,-4610.85,-6070.68,8263.57,-9611.25,-7684.76,3.15515,6484.5,-7933.14,-2410.23,-2524.9,-5632.07,-3717.67,2011.06,-7284.36,-2278.42,-2643.25,-5720.68,6375.96,-2882.27,9208.18,13308.7,-180.067,-59455.7,-8936.82,793.728,-8954.48,-8482.79,8065.49,2656.6,-7459.42,8663.36,1259.98,7213.22,-3401.31,1062.42,-7748.42,8472.1,1530.06,2013.22,3001.02,4909.22,1053.35,-3001.37,-2891.39,8669.83,-1412.35,6639.7,7699.37,8674.88,-2852.64,-7935.95,-231.417,9094.07,-3997.95,-6009.58,-6884.47,-11398.8,-12295.5,-178.213,6688.58,-9083.5,-5985.21,4236.06,2855.5,3342.59,1996.54,-518.752,-1312.65,5183.11,-8243.33,-3142.53,8955.9,4199.45,507.447,6188.24,6913.14,-7124.65,-4155.61,7047.9,9695.18,6096.65,3938,-8546.55,4235.28,2910.23,4142.49,1507.57,8845.99,2773.16,1736.08,8644.32,-9215.31,-69404,18516,130369,-5495.9,-3614.8,1810.13
5.61,-4294.56,-7473.18,4572.61,6662.77,-2911.71,4647.15,-2736.98,8409.43,4899.56,8930.63,2964.07,6524.14,7733.04,6439.28,3957.02,3809.75,7114.38,1042.82,6420.69,-6982.8,93.6215,-3370.53,-2535.04,4435.76,-2809.6,2901.45,8451.16,-8778.9,-7645.76,9135.78,7441.34,-3459.97,8570.14,8006.78,-66.4553,5873.35,-8245.18,-1230.23,-5916.77,32565,-77278.2,38407.9,-9305.49,8389,4429.85,6377.11,2180.28,4167.2,-23888.3,11680.1,-44334.6,-7230.46,-4609.99,-6070.36,8262.55,-9610.52,-7683.6,3.61724,6484.14,-7932.53,-2522.51,-2490.63,-5542.83,-3717.2,2010.58,-7283.51,-2386.91,-2630.77,-5632.3,6377.11,-2882.22,9205.94,13338.6,-184.637,-59590.3,-8935.92,793.444,-8953.54,-8481.33,8066.03,2655.34,-7462.57,8659.91,1262.27,7212.28,-3400.77,1063.05,-7745.16,8473.62,1530.78,2018.48,2999.22,4911.85,1053.27,-3000.38,-2891,8667.17,-1411.13,6638.75,7698.61,8673.9,-2852.26,-7934.98,-231.415,9093.36,-3997.63,-6008.26,-6883.67,-11447.9,-12326.2,-193.829,6688.52,-9082.86,-5984.84,4236.28,2855.35,3345.28,1996.31,-518.678,-1312.51,5183.15,-8242.4,-3142.35,8954.51,4199.07,508.142,6187.61,6912.35,-7124.03,-4155.26,7047.4,9694.15,6096.04,3938.25,-8545.51,4235.82,2909.37,4139.39,1507.75,8844.49,2772.88,1735.93,8643.24,-9214.33,-69831.1,18646.5,131159,-5509.08,-3627.37,1768.15
5.62,-4294.11,-7472.13,4572.3,6662.63,-2910.18,4647.18,-2736.71,8408.49,4899.03,8929.05,2962.88,6522.82,7732.01,6437.77,3956.56,3809.46,7113.25,1043.34,6420.14,-6981.63,93.4827,-3370.21,-2534.6,4435.91,-2818.82,2904.37,8482.57,-8778.29,-7645.19,9135.29,7439.84,-3458.05,8569.23,8007.98,-67.0324,5873.61,-8244.07,-1230.27,-5916.7,32624.1,-77469.2,38487.3,-9303.95,8388.24,4428.07,6375.77,2179.91,4167.33,-23937.8,11696.6,-44434.8,-7229.38,-4609.13,-6070.04,8261.53,-9609.79,-7682.44,4.08023,6483.78,-7931.93,-2634.69,-2456.45,-5453.65,-3716.72,2010.09,-7282.66,-2495.49,-2618.21,-5543.86,6378.26,-2882.18,9203.69,13368.6,-189.208,-59724.9,-8935.02,793.16,-8952.59,-8479.88,8066.57,2654.07,-7465.74,8656.43,1264.59,7211.33,-3400.23,1063.68,-7741.87,8475.17,1531.46,2023.74,2997.43,4914.48,1053.19,-2999.39,-2890.61,8664.5,-1409.9,6637.81,7697.85,8672.92,-2851.89,-7934,-231.412,9092.64,-3997.3,-6006.94,-6882.87,-11497.1,-12356.9,-209.446,6688.46,-9082.21,-5984.47,4236.51,2855.19,3347.98,1996.09,-518.603,-1312.36,5183.2,-8241.47,-3142.16,8953.13,4198.68,508.837,6186.98,6911.56,-7123.4,-4154.9,7046.91,9693.11,6095.42,3938.5,-8544.46,4236.35,2908.51,4136.27,1507.92,8843,2772.6,1735.78,8642.17,-9213.34,-70258.3,18777,131949,-5522.26,-3639.94,1726.17
5.63,-4293.66,-7471.08,4571.98,6662.49,-2908.64,4647.22,-2736.44,8407.56,4898.5,8927.47,2961.68,6521.51,7730.98,6436.27,3956.09,3809.17,7112.12,1043.85,6419.59,-6980.47,93.3435,-3369.9,-2534.16,4436.06,-2828.03,2907.29,8513.99,-8777.68,-7644.63,9134.79,7438.34,-3456.12,8568.31,8009.18,-67.6115,5873.86,-8242.97,-1230.32,-5916.63,32683.3,-77660.1,38566.7,-9302.41,8387.47,4426.28,6374.42,2179.53,4167.46,-23987.4,11713.2,-44535,-7228.3,-4608.27,-6069.73,8260.51,-9609.06,-7681.27,4.54411,6483.42,-7931.32,-2746.79,-2422.34,-5364.53,-3716.25,2009.6,-7281.8,-2604.16,-2605.59,-5455.36,6379.42,-2882.14,9201.44,13398.5,-193.778,-59859.5,-8934.11,792.875,-8951.65,-8478.41,8067.12,2652.8,-7468.96,8652.93,1266.96,7210.38,-3399.68,1064.32,-7738.54,8476.73,1532.12,2029.01,2995.63,4917.1,1053.1,-2998.4,-2890.22,8661.82,-1408.67,6636.86,7697.09,8671.93,-2851.51,-7933.02,-231.41,9091.92,-3996.98,-6005.61,-6882.08,-11546.2,-12387.6,-225.063,6688.41,-9081.57,-5984.1,4236.74,2855.03,3350.71,1995.86,-518.529,-1312.21,5183.24,-8240.54,-3141.97,8951.74,4198.29,509.534,6186.34,6910.77,-7122.78,-4154.55,7046.41,9692.07,6094.8,3938.75,-8543.42,4236.89,2907.65,4133.14,1508.09,8841.51,2772.33,1735.63,8641.09,-9212.35,-70685.4,18907.6,132739,-5535.44,-3652.51,1684.19
5.64,-4293.21,-7470.03,4571.66,6662.35,-2907.11,4647.25,-2736.16,8406.63,4897.97,8925.88,2960.49,6520.19,7729.95,6434.76,3955.62,3808.88,7111,1044.37,6419.04,-6979.3,93.2041,-3369.58,-2533.73,4436.2,-2837.25,2910.21,8545.39,-8777.07,-7644.06,9134.29,7436.83,-3454.19,8567.4,8010.38,-68.1925,5874.12,-8241.86,-1230.37,-5916.56,32742.4,-77851.1,38646.2,-9300.86,8386.7,4424.49,6373.07,2179.15,4167.59,-24036.9,11729.7,-44635.3,-7227.22,-4607.4,-6069.41,8259.48,-9608.32,-7680.1,5.00888,6483.06,-7930.72,-2858.82,-2388.3,-5275.45,-3715.77,2009.11,-7280.94,-2712.88,-2592.89,-5366.82,6380.58,-2882.1,9199.18,13428.4,-198.348,-59994.1,-8933.2,792.589,-8950.7,-8476.95,8067.66,2651.52,-7472.21,8649.4,1269.36,7209.43,-3399.14,1064.96,-7735.18,8478.32,1532.74,2034.28,2993.84,4919.73,1053.02,-2997.41,-2889.83,8659.14,-1407.44,6635.92,7696.33,8670.94,-2851.13,-7932.04,-231.407,9091.21,-3996.65,-6004.28,-6881.28,-11595.4,-12418.3,-240.679,6688.35,-9080.92,-5983.72,4236.96,2854.87,3353.44,1995.64,-518.456,-1312.06,5183.28,-8239.61,-3141.78,8950.35,4197.9,510.232,6185.71,6909.98,-7122.15,-4154.19,7045.91,9691.03,6094.18,3939,-8542.37,4237.42,2906.79,4129.99,1508.26,8840.01,2772.05,1735.47,8640.01,-9211.35,-71112.6,19038.1,133529,-5548.62,-3665.08,1642.21
5.65,-4292.76,-7468.98,4571.34,6662.21,-2905.56,4647.29,-2735.89,8405.69,4897.43,8924.29,2959.3,6518.87,7728.92,6433.25,3955.15,3808.59,7109.86,1044.89,6418.49,-6978.13,93.0644,-3369.26,-2533.29,4436.35,-2846.47,2913.13,8576.8,-8776.46,-7643.49,9133.78,7435.32,-3452.26,8566.48,8011.57,-68.7755,5874.38,-8240.75,-1230.42,-5916.49,32801.5,-78042.1,38725.6,-9299.32,8385.93,4422.7,6371.72,2178.78,4167.72,-24086.4,11746.3,-44735.5,-7226.14,-4606.53,-6069.09,8258.45,-9607.59,-7678.93,5.47454,6482.69,-7930.11,-2970.79,-2354.32,-5186.41,-3715.3,2008.62,-7280.08,-2821.67,-2580.12,-5278.23,6381.75,-2882.06,9196.92,13458.3,-202.918,-60128.7,-8932.29,792.303,-8949.75,-8475.48,8068.21,2650.24,-7475.5,8645.84,1271.8,7208.48,-3398.59,1065.59,-7731.78,8479.93,1533.33,2039.56,2992.04,4922.35,1052.94,-2996.42,-2889.44,8656.46,-1406.2,6634.96,7695.56,8669.95,-2850.75,-7931.06,-231.403,9090.49,-3996.32,-6002.94,-6880.47,-11644.5,-12449,-256.296,6688.29,-9080.27,-5983.35,4237.19,2854.72,3356.2,1995.41,-518.383,-1311.91,5183.33,-8238.68,-3141.59,8948.96,4197.51,510.932,6185.07,6909.19,-7121.52,-4153.84,7045.41,9689.99,6093.55,3939.25,-8541.32,4237.96,2905.92,4126.83,1508.43,8838.51,2771.77,1735.32,8638.92,-9210.36,-71539.7,19168.7,134319,-5561.79,-3677.65,1600.23
5.66,-4292.32,-7467.93,4571.02,6662.07,-2904.02,4647.32,-2735.61,8404.75,4896.9,8922.69,2958.1,6517.54,7727.89,6431.74,3954.68,3808.3,7108.73,1045.41,6417.94,-6976.95,92.9244,-3368.94,-2532.85,4436.5,-2855.68,2916.05,8608.21,-8775.85,-7642.92,9133.28,7433.81,-3450.32,8565.56,8012.77,-69.3605,5874.64,-8239.63,-1230.47,-5916.42,32860.7,-78233,38805,-9297.76,8385.16,4420.9,6370.37,2178.4,4167.85,-24135.9,11762.8,-44835.7,-7225.05,-4605.66,-6068.77,8257.42,-9606.85,-7677.76,5.94109,6482.33,-7929.5,-3082.71,-2320.41,-5097.41,-3714.82,2008.13,-7279.22,-2930.5,-2567.3,-5189.62,6382.92,-2882.03,9194.65,13488.3,-207.488,-60263.3,-8931.38,792.015,-8948.8,-8474,8068.76,2648.96,-7478.84,8642.26,1274.29,7207.53,-3398.04,1066.23,-7728.34,8481.57,1533.89,2044.83,2990.25,4924.97,1052.85,-2995.42,-2889.05,8653.77,-1404.96,6634.01,7694.8,8668.96,-2850.37,-7930.08,-231.4,9089.77,-3996,-6001.61,-6879.67,-11693.6,-12479.7,-271.912,6688.23,-9079.62,-5982.98,4237.42,2854.56,3358.97,1995.18,-518.31,-1311.76,5183.37,-8237.75,-3141.4,8947.57,4197.12,511.633,6184.43,6908.4,-7120.89,-4153.48,7044.91,9688.94,6092.93,3939.51,-8540.27,4238.5,2905.05,4123.64,1508.6,8837,2771.49,1735.17,8637.84,-9209.36,-71966.8,19299.2,135109,-5574.97,-3690.22,1558.26
5.67,-4291.87,-7466.88,4570.7,6661.93,-2902.47,4647.36,-2735.33,8403.81,4896.37,8921.1,2956.9,6516.22,7726.85,6430.22,3954.2,3808,7107.6,1045.93,6417.38,-6975.78,92.7841,-3368.62,-2532.41,4436.64,-2864.9,2918.97,8639.61,-8775.23,-7642.35,9132.78,7432.28,-3448.37,8564.65,8013.96,-69.9475,5874.89,-8238.52,-1230.52,-5916.35,32919.8,-78424,38884.5,-9296.21,8384.39,4419.1,6369.01,2178.02,4167.97,-24185.4,11779.3,-44936,-7223.96,-4604.79,-6068.45,8256.39,-9606.11,-7676.58,6.40853,6481.97,-7928.89,-3194.58,-2286.56,-5008.44,-3714.35,2007.63,-7278.36,-3039.38,-2554.41,-5100.97,6384.09,-2881.99,9192.38,13518.2,-212.058,-60397.9,-8930.47,791.728,-8947.85,-8472.52,8069.32,2647.67,-7482.21,8638.64,1276.82,7206.58,-3397.49,1066.87,-7724.86,8483.23,1534.4,2050.11,2988.45,4927.58,1052.77,-2994.43,-2888.66,8651.08,-1403.72,6633.05,7694.03,8667.97,-2849.99,-7929.1,-231.396,9089.04,-3995.67,-6000.27,-6878.86,-11742.8,-12510.4,-287.529,6688.17,-9078.97,-5982.6,4237.65,2854.4,3361.76,1994.95,-518.238,-1311.61,5183.42,-8236.81,-3141.21,8946.17,4196.73,512.335,6183.8,6907.6,-7120.26,-4153.12,7044.41,9687.9,6092.31,3939.76,-8539.22,4239.04,2904.18,4120.45,1508.78,8835.5,2771.21,1735.02,8636.75,-9208.37,-72394,19429.7,135899,-5588.14,-3702.78,1516.28
5.68,-4291.42,-7465.82,4570.38,6661.79,-2900.92,4647.39,-2735.06,8402.87,4895.83,8919.5,2955.7,6514.89,7725.81,6428.7,3953.73,3807.71,7106.46,1046.45,6416.83,-6974.6,92.6435,-3368.3,-2531.98,4436.78,-2874.11,2921.89,8671.01,-8774.62,-7641.78,9132.28,7430.76,-3446.42,8563.73,8015.16,-70.5366,5875.15,-8237.4,-1230.56,-5916.27,32978.9,-78615,38963.9,-9294.65,8383.61,4417.29,6367.65,2177.65,4168.1,-24234.9,11795.9,-45036.2,-7222.87,-4603.92,-6068.12,8255.36,-9605.37,-7675.4,6.87686,6481.6,-7928.28,-3306.41,-2252.76,-4919.49,-3713.87,2007.14,-7277.49,-3148.3,-2541.48,-5012.3,6385.27,-2881.95,9190.1,13548.1,-216.628,-60532.5,-8929.55,791.439,-8946.89,-8471.03,8069.87,2646.38,-7485.63,8635,1279.4,7205.62,-3396.94,1067.51,-7721.34,8484.91,1534.88,2055.4,2986.65,4930.2,1052.69,-2993.43,-2888.27,8648.38,-1402.48,6632.09,7693.26,8666.97,-2849.61,-7928.11,-231.392,9088.32,-3995.35,-5998.93,-6878.06,-11791.9,-12541,-303.145,6688.12,-9078.32,-5982.23,4237.88,2854.25,3364.57,1994.73,-518.166,-1311.46,5183.46,-8235.87,-3141.02,8944.77,4196.34,513.039,6183.16,6906.81,-7119.63,-4152.76,7043.9,9686.85,6091.68,3940.01,-8538.16,4239.58,2903.31,4117.23,1508.95,8833.99,2770.93,1734.87,8635.66,-9207.37,-72821.1,19560.3,136689,-5601.31,-3715.35,1474.3
